140496030	308045021
212445456	308045021
1033994695595065347	308045021
105327432	308045021
3866705320	308045021
14784939	308045021
11348282	308045021
14704278	308045021
62513246	308045021
151376102	308045021
825829081866436608	308045021
3131144855	308045021
1052497879	308045021
18831926	308045021
1229752606714728454	308045021
14784939	308045021
1339357320	308045021
1229752606714728454	308045021
1229752606714728454	308045021
876794657669353472	308045021
2932558313	308045021
876794657669353472	308045021
1229752606714728454	308045021
1229752606714728454	308045021
876794657669353472	308045021
1229752606714728454	308045021
1229752606714728454	308045021
22317663	308045021
2412223020	308045021
1229752606714728454	308045021
767788995962998784	308045021
1229752606714728454	1353306974939738113
1006165181871910912	1353306974939738113
876794657669353472	1353306974939738113
920943710254313472	1353306974939738113
1260885935383666688	1353306974939738113
2552935555	1353306974939738113
1229752606714728454	1353306974939738113
1229752606714728454	1353306974939738113
2439127994	1353306974939738113
191100226	1353306974939738113
1296279134079823872	1353306974939738113
3141672447	1353306974939738113
18831926	1353306974939738113
18831926	1353306974939738113
2542032578	1353306974939738113
44060932	1353306974939738113
993492864066768899	1353306974939738113
1229752606714728454	1353306974939738113
454071012	1353306974939738113
956516400343986176	1353306974939738113
24238030	1353306974939738113
1229752606714728454	1353306974939738113
1118019922108370945	1353306974939738113
586291040	1353306974939738113
1229752606714728454	1353306974939738113
2813049204	1353306974939738113
1160668060614717440	1353306974939738113
758114193895665664	1353306974939738113
1229752606714728454	1353306974939738113
1229752606714728454	1353306974939738113
1012201853877186562	1353306974939738113
1657761703	1353306974939738113
1229752606714728454	1353306974939738113
1063211677	1353306974939738113
2439127994	1353306974939738113
531618878	1353306974939738113
1235970884113850368	1353306974939738113
750658704949678081	1353306974939738113
1229752606714728454	1353306974939738113
2439127994	1353306974939738113
2813049204	1353306974939738113
29418196	1353306974939738113
2439127994	1353306974939738113
782018153207431168	1353306974939738113
477934944	1353306974939738113
1300009654169280517	1353306974939738113
1108297656550318080	1353306974939738113
739844197935644672	1353306974939738113
